Date,UCSB CHIRPS Rainfall: avg, UCSB CHIRPS Rainfall: avg Percent of AOI with data
2011-8-25 00:00:00,7.800,71.02,
2011-8-26 00:00:00,22.518,71.02,
2011-8-27 00:00:00,4.138,71.02,
2011-8-28 00:00:00,3.035,71.02,
2011-8-29 00:00:00,12.882,71.02,
2011-8-30 00:00:00,8.495,71.02,
2011-9-1 00:00:00,12.095,71.02,
2011-9-2 00:00:00,10.670,71.02,
2011-9-3 00:00:00,16.132,71.02,
2011-9-4 00:00:00,21.297,71.02,
2011-9-5 00:00:00,7.879,71.02,
2011-9-6 00:00:00,7.719,71.02,
2011-9-7 00:00:00,12.257,71.02,
2011-9-8 00:00:00,14.493,71.02,
2011-9-9 00:00:00,7.267,71.02,
2011-9-10 00:00:00,10.408,71.02,
2011-9-11 00:00:00,7.159,71.02,
2011-9-12 00:00:00,1.601,71.02,
2011-9-13 00:00:00,0.463,71.02,
2011-9-14 00:00:00,7.097,71.02,
2011-9-15 00:00:00,8.337,71.02,
2011-9-16 00:00:00,10.973,71.02,
2011-9-17 00:00:00,7.085,71.02,
2011-9-18 00:00:00,12.485,71.02,
2011-9-19 00:00:00,14.187,71.02,
2011-9-20 00:00:00,12.750,71.02,
2011-9-21 00:00:00,14.354,71.02,
2011-9-22 00:00:00,8.199,71.02,
2011-9-23 00:00:00,9.639,71.02,
2011-9-24 00:00:00,16.523,71.02,
2011-9-25 00:00:00,4.794,71.02,
2011-9-26 00:00:00,14.510,71.02,
2011-9-27 00:00:00,12.727,71.02,
2011-9-28 00:00:00,8.614,71.02,
2011-9-29 00:00:00,7.480,71.02,
2011-9-30 00:00:00,6.658,71.02,
2011-9-31 00:00:00,23.578,71.02,
2011-10-1 00:00:00,15.712,71.02,
2011-10-2 00:00:00,23.307,71.02,
2011-10-3 00:00:00,20.252,71.02,
2011-10-4 00:00:00,29.185,71.02,
2011-10-5 00:00:00,10.210,71.02,
2011-10-6 00:00:00,16.460,71.02,
2011-10-7 00:00:00,8.446,71.02,
2011-10-8 00:00:00,24.696,71.02,
2011-10-9 00:00:00,2.612,71.02,
2011-10-10 00:00:00,2.830,71.02,
2011-10-11 00:00:00,10.443,71.02,
2011-10-12 00:00:00,7.364,71.02,
2011-10-13 00:00:00,18.132,71.02,
2011-10-14 00:00:00,9.808,71.02,
2011-10-15 00:00:00,5.653,71.02,
2011-10-16 00:00:00,8.253,71.02,
2011-10-17 00:00:00,7.407,71.02,
2011-10-18 00:00:00,12.337,71.02,
2011-10-19 00:00:00,9.275,71.02,
2011-10-20 00:00:00,7.758,71.02,
2011-10-21 00:00:00,15.273,71.02,
2011-10-22 00:00:00,12.299,71.02,
2011-10-23 00:00:00,18.554,71.02,
2011-10-24 00:00:00,2.682,71.02,
2011-10-25 00:00:00,15.044,71.02,
2011-10-26 00:00:00,16.929,71.02,
2011-10-27 00:00:00,26.003,71.02,
2011-10-28 00:00:00,25.514,71.02,
2011-10-29 00:00:00,11.434,71.02,
2011-10-30 00:00:00,23.514,71.02,
2011-11-1 00:00:00,23.273,71.02,
2011-11-2 00:00:00,2.717,71.02,
2011-11-3 00:00:00,2.952,71.02,
2011-11-4 00:00:00,12.805,71.02,
2011-11-5 00:00:00,14.070,71.02,
2011-11-6 00:00:00,2.240,71.02,
2011-11-7 00:00:00,10.782,71.02,
2011-11-8 00:00:00,15.601,71.02,
2011-11-9 00:00:00,4.626,71.02,
2011-11-10 00:00:00,5.736,71.02,
2011-11-11 00:00:00,23.508,71.02,
2011-11-12 00:00:00,10.973,71.02,
2011-11-13 00:00:00,11.931,71.02,
2011-11-14 00:00:00,18.890,71.02,
2011-11-15 00:00:00,13.570,71.02,
2011-11-16 00:00:00,22.883,71.02,
2011-11-17 00:00:00,21.048,71.02,
2011-11-18 00:00:00,22.413,71.02,
2011-11-19 00:00:00,21.789,71.02,
2011-11-20 00:00:00,18.614,71.02,
2011-11-21 00:00:00,5.779,71.02,
2011-11-22 00:00:00,27.326,71.02,
2011-11-23 00:00:00,33.698,71.02,
2011-11-24 00:00:00,8.755,71.02,
2011-11-25 00:00:00,3.262,71.02,
2011-11-26 00:00:00,1.159,71.02,
2011-11-27 00:00:00,4.072,71.02,
2011-11-28 00:00:00,8.032,71.02,
2011-11-29 00:00:00,11.430,71.02,
2011-11-30 00:00:00,22.104,71.02,
2011-11-31 00:00:00,6.402,71.02,
2012-0-1 00:00:00,4.363,71.02,
2012-0-2 00:00:00,3.323,71.02,
2012-0-3 00:00:00,0.132,71.02,
2012-0-4 00:00:00,2.961,71.02,
2012-0-5 00:00:00,3.466,71.02,
2012-0-6 00:00:00,3.958,71.02,
2012-0-7 00:00:00,2.495,71.02,
2012-0-8 00:00:00,1.381,71.02,
2012-0-9 00:00:00,1.774,71.02,
2012-0-10 00:00:00,9.129,71.02,
2012-0-11 00:00:00,5.017,71.02,
2012-0-12 00:00:00,12.311,71.02,
2012-0-13 00:00:00,9.575,71.02,
2012-0-14 00:00:00,8.365,71.02,
2012-0-15 00:00:00,4.429,71.02,
2012-0-16 00:00:00,3.655,71.02,
2012-0-17 00:00:00,8.771,71.02,
2012-0-18 00:00:00,8.699,71.02,
2012-0-19 00:00:00,10.181,71.02,
2012-0-20 00:00:00,9.553,71.02,
2012-0-21 00:00:00,5.039,71.02,
2012-0-22 00:00:00,3.142,71.02,
2012-0-23 00:00:00,7.733,71.02,
2012-0-24 00:00:00,9.673,71.02,
2012-0-25 00:00:00,1.051,71.02,
2012-0-26 00:00:00,2.827,71.02,
2012-0-27 00:00:00,3.807,71.02,
2012-0-28 00:00:00,7.532,71.02,
2012-0-29 00:00:00,2.927,71.02,
2012-0-30 00:00:00,5.602,71.02,
2012-0-31 00:00:00,1.543,71.02,
2012-1-1 00:00:00,13.995,71.02,
2012-1-2 00:00:00,10.284,71.02,
2012-1-3 00:00:00,6.887,71.02,
2012-1-4 00:00:00,5.497,71.02,
2012-1-5 00:00:00,10.730,71.02,
2012-1-6 00:00:00,2.881,71.02,
2012-1-7 00:00:00,4.754,71.02,
2012-1-8 00:00:00,2.053,71.02,
2012-1-9 00:00:00,1.672,71.02,
2012-1-10 00:00:00,1.504,71.02,
2012-1-11 00:00:00,5.115,71.02,
2012-1-12 00:00:00,9.045,71.02,
2012-1-13 00:00:00,5.566,71.02,
2012-1-14 00:00:00,7.414,71.02,
2012-1-15 00:00:00,12.945,71.02,
2012-1-16 00:00:00,3.862,71.02,
2012-1-17 00:00:00,1.440,71.02,
2012-1-18 00:00:00,15.446,71.02,
2012-1-19 00:00:00,2.678,71.02,
2012-1-20 00:00:00,7.538,71.02,
2012-1-21 00:00:00,11.059,71.02,
2012-1-22 00:00:00,8.778,71.02,
2012-1-23 00:00:00,8.211,71.02,
2012-1-24 00:00:00,7.399,71.02,
2012-1-25 00:00:00,8.043,71.02,
2012-1-26 00:00:00,19.413,71.02,
2012-1-27 00:00:00,9.476,71.02,
2012-1-28 00:00:00,10.003,71.02,
2012-1-29 00:00:00,11.897,71.02,
2012-2-1 00:00:00,9.955,71.02,
2012-2-2 00:00:00,19.728,71.02,
2012-2-3 00:00:00,13.823,71.02,
2012-2-4 00:00:00,4.270,71.02,
2012-2-5 00:00:00,9.645,71.02,
2012-2-6 00:00:00,10.151,71.02,
2012-2-7 00:00:00,19.160,71.02,
2012-2-8 00:00:00,0.337,71.02,
2012-2-9 00:00:00,2.073,71.02,
2012-2-10 00:00:00,12.485,71.02,
2012-2-11 00:00:00,7.318,71.02,
2012-2-12 00:00:00,6.788,71.02,
2012-2-13 00:00:00,6.618,71.02,
2012-2-14 00:00:00,8.344,71.02,
2012-2-15 00:00:00,3.149,71.02,
2012-2-16 00:00:00,6.072,71.02,
2012-2-17 00:00:00,9.938,71.02,
2012-2-18 00:00:00,5.999,71.02,
2012-2-19 00:00:00,7.441,71.02,
2012-2-20 00:00:00,4.468,71.02,
2012-2-21 00:00:00,2.921,71.02,
2012-2-22 00:00:00,2.399,71.02,
2012-2-23 00:00:00,1.553,71.02,
2012-2-24 00:00:00,0.140,71.02,
2012-2-25 00:00:00,0.109,71.02,
2012-2-26 00:00:00,24.079,71.02,
2012-2-27 00:00:00,4.809,71.02,
2012-2-28 00:00:00,16.567,71.02,
2012-2-29 00:00:00,11.497,71.02,
2012-2-30 00:00:00,6.242,71.02,
2012-2-31 00:00:00,5.034,71.02,
2012-3-1 00:00:00,1.647,71.02,
2012-3-2 00:00:00,3.058,71.02,
2012-3-3 00:00:00,9.329,71.02,
2012-3-4 00:00:00,6.557,71.02,
2012-3-5 00:00:00,9.142,71.02,
2012-3-6 00:00:00,8.240,71.02,
2012-3-7 00:00:00,11.215,71.02,
2012-3-8 00:00:00,19.348,71.02,
2012-3-9 00:00:00,16.257,71.02,
2012-3-10 00:00:00,16.700,71.02,
2012-3-11 00:00:00,8.696,71.02,
2012-3-12 00:00:00,7.592,71.02,
2012-3-13 00:00:00,10.226,71.02,
2012-3-14 00:00:00,3.450,71.02,
2012-3-15 00:00:00,6.507,71.02,
2012-3-16 00:00:00,19.999,71.02,
2012-3-17 00:00:00,11.021,71.02,
2012-3-18 00:00:00,7.627,71.02,
2012-3-19 00:00:00,7.554,71.02,
2012-3-20 00:00:00,7.256,71.02,
2012-3-21 00:00:00,1.697,71.02,
2012-3-22 00:00:00,3.994,71.02,
2012-3-23 00:00:00,4.480,71.02,
2012-3-24 00:00:00,8.722,71.02,
2012-3-25 00:00:00,4.931,71.02,
2012-3-26 00:00:00,15.557,71.02,
2012-3-27 00:00:00,4.698,71.02,
2012-3-28 00:00:00,2.109,71.02,
2012-3-29 00:00:00,18.119,71.02,
2012-3-30 00:00:00,19.406,71.02,
2012-4-1 00:00:00,9.857,71.02,
2012-4-2 00:00:00,14.680,71.02,
2012-4-3 00:00:00,0.891,71.02,
2012-4-4 00:00:00,7.838,71.02,
2012-4-5 00:00:00,3.103,71.02,
2012-4-6 00:00:00,25.192,71.02,
2012-4-7 00:00:00,3.115,71.02,
2012-4-8 00:00:00,6.099,71.02,
2012-4-9 00:00:00,6.327,71.02,
2012-4-10 00:00:00,6.363,71.02,
2012-4-11 00:00:00,7.698,71.02,
2012-4-12 00:00:00,4.310,71.02,
2012-4-13 00:00:00,5.409,71.02,
2012-4-14 00:00:00,2.999,71.02,
2012-4-15 00:00:00,4.413,71.02,
2012-4-16 00:00:00,16.177,71.02,
2012-4-17 00:00:00,5.512,71.02,
2012-4-18 00:00:00,2.870,71.02,
2012-4-19 00:00:00,6.517,71.02,
2012-4-20 00:00:00,12.072,71.02,
2012-4-21 00:00:00,3.409,71.02,
2012-4-22 00:00:00,11.452,71.02,
2012-4-23 00:00:00,9.685,71.02,
2012-4-24 00:00:00,7.622,71.02,
2012-4-25 00:00:00,6.052,71.02,
2012-4-26 00:00:00,17.895,71.02,
2012-4-27 00:00:00,7.973,71.02,
2012-4-28 00:00:00,7.831,71.02,
2012-4-29 00:00:00,12.967,71.02,
2012-4-30 00:00:00,10.857,71.02,
2012-4-31 00:00:00,17.519,71.02,
2012-5-1 00:00:00,1.789,71.02,
2012-5-2 00:00:00,1.445,71.02,
2012-5-3 00:00:00,0.947,71.02,
2012-5-4 00:00:00,3.050,71.02,
2012-5-5 00:00:00,11.495,71.02,
2012-5-6 00:00:00,7.166,71.02,
2012-5-7 00:00:00,4.393,71.02,
2012-5-8 00:00:00,10.094,71.02,
2012-5-9 00:00:00,5.305,71.02,
2012-5-10 00:00:00,0.224,71.02,
2012-5-11 00:00:00,0.061,71.02,
2012-5-12 00:00:00,0.006,71.02,
2012-5-13 00:00:00,0,71.02,
2012-5-14 00:00:00,0,71.02,
2012-5-15 00:00:00,0.026,71.02,
2012-5-16 00:00:00,0.174,71.02,
2012-5-17 00:00:00,0.669,71.02,
2012-5-18 00:00:00,0.226,71.02,
2012-5-19 00:00:00,1.556,71.02,
2012-5-20 00:00:00,2.850,71.02,
2012-5-21 00:00:00,6.478,71.02,
2012-5-22 00:00:00,0.611,71.02,
2012-5-23 00:00:00,2.227,71.02,
2012-5-24 00:00:00,0.942,71.02,
2012-5-25 00:00:00,1.911,71.02,
2012-5-26 00:00:00,8.265,71.02,
2012-5-27 00:00:00,4.418,71.02,
2012-5-28 00:00:00,0.044,71.02,
2012-5-29 00:00:00,5.208,71.02,
2012-5-30 00:00:00,3.571,71.02,
2012-6-1 00:00:00,7.573,71.02,
2012-6-2 00:00:00,14.421,71.02,
2012-6-3 00:00:00,4.485,71.02,
2012-6-4 00:00:00,12.146,71.02,
2012-6-5 00:00:00,12.519,71.02,
2012-6-6 00:00:00,10.551,71.02,
2012-6-7 00:00:00,14.651,71.02,
2012-6-8 00:00:00,4.777,71.02,
2012-6-9 00:00:00,10.778,71.02,
2012-6-10 00:00:00,10.022,71.02,
2012-6-11 00:00:00,8.465,71.02,
2012-6-12 00:00:00,4.189,71.02,
2012-6-13 00:00:00,0.315,71.02,
2012-6-14 00:00:00,3.434,71.02,
2012-6-15 00:00:00,5.756,71.02,
2012-6-16 00:00:00,6.893,71.02,
2012-6-17 00:00:00,9.549,71.02,
2012-6-18 00:00:00,7.529,71.02,
2012-6-19 00:00:00,5.925,71.02,
2012-6-20 00:00:00,2.873,71.02,
2012-6-21 00:00:00,6.885,71.02,
2012-6-22 00:00:00,11.482,71.02,
2012-6-23 00:00:00,4.777,71.02,
2012-6-24 00:00:00,16.971,71.02,
2012-6-25 00:00:00,0.862,71.02,
2012-6-26 00:00:00,0,71.02,
2012-6-27 00:00:00,0.159,71.02,
2012-6-28 00:00:00,0.091,71.02,
2012-6-29 00:00:00,0.717,71.02,
2012-6-30 00:00:00,3.062,71.02,
2012-6-31 00:00:00,11.316,71.02,
2012-7-1 00:00:00,5.925,71.02,
2012-7-2 00:00:00,6.957,71.02,
2012-7-3 00:00:00,8.349,71.02,
2012-7-4 00:00:00,6.177,71.02,
2012-7-5 00:00:00,10.901,71.02,
2012-7-6 00:00:00,7.052,71.02,
2012-7-7 00:00:00,3.433,71.02,
2012-7-8 00:00:00,1.568,71.02,
2012-7-9 00:00:00,1.545,71.02,
2012-7-10 00:00:00,0.814,71.02,
2012-7-11 00:00:00,0.863,71.02,
2012-7-12 00:00:00,4.181,71.02,
2012-7-13 00:00:00,4.566,71.02,
2012-7-14 00:00:00,5.622,71.02,
2012-7-15 00:00:00,9.012,71.02,
2012-7-16 00:00:00,8.388,71.02,
2012-7-17 00:00:00,3.965,71.02,
2012-7-18 00:00:00,8.667,71.02,
2012-7-19 00:00:00,1.980,71.02,
2012-7-20 00:00:00,9.944,71.02,
2012-7-21 00:00:00,5.474,71.02,
2012-7-22 00:00:00,8.194,71.02,
2012-7-23 00:00:00,12.032,71.02,
2012-7-24 00:00:00,8.841,71.02,
2012-7-25 00:00:00,5.783,71.02,
2012-7-26 00:00:00,12.878,71.02,
2012-7-27 00:00:00,15.535,71.02,
2012-7-28 00:00:00,10.007,71.02,
2012-7-29 00:00:00,1.015,71.02,
2012-7-30 00:00:00,7.880,71.02,
2012-7-31 00:00:00,0.044,71.02,
2012-8-1 00:00:00,2.354,71.02,
2012-8-2 00:00:00,2.763,71.02,
2012-8-3 00:00:00,9.333,71.02,
2012-8-4 00:00:00,11.740,71.02,
2012-8-5 00:00:00,13.746,71.02,
2012-8-6 00:00:00,8.355,71.02,
2012-8-7 00:00:00,8.266,71.02,
2012-8-8 00:00:00,3.582,71.02,
2012-8-9 00:00:00,4.908,71.02,
2012-8-10 00:00:00,3.237,71.02,
2012-8-11 00:00:00,16.117,71.02,
2012-8-12 00:00:00,6.626,71.02,
2012-8-13 00:00:00,9.428,71.02,
2012-8-14 00:00:00,3.393,71.02,
2012-8-15 00:00:00,10.022,71.02,
2012-8-16 00:00:00,3.175,71.02,
2012-8-17 00:00:00,4.990,71.02,
2012-8-18 00:00:00,2.166,71.02,
2012-8-19 00:00:00,2.211,71.02,
2012-8-20 00:00:00,5.730,71.02,
2012-8-21 00:00:00,23.959,71.02,
2012-8-22 00:00:00,4.135,71.02,
2012-8-23 00:00:00,16.023,71.02,
2012-8-24 00:00:00,17.144,71.02,
2012-8-25 00:00:00,26.497,71.02,
2012-8-26 00:00:00,15.148,71.02,
2012-8-27 00:00:00,5.197,71.02,
2012-8-28 00:00:00,6.418,71.02,
2012-8-29 00:00:00,2.401,71.02,
2012-8-30 00:00:00,2.506,71.02,
2012-9-1 00:00:00,9.111,71.02,
2012-9-2 00:00:00,3.597,71.02,
2012-9-3 00:00:00,8.216,71.02,
2012-9-4 00:00:00,9.923,71.02,
2012-9-5 00:00:00,3.623,71.02,
2012-9-6 00:00:00,10.050,71.02,
2012-9-7 00:00:00,8.352,71.02,
2012-9-8 00:00:00,12.776,71.02,
2012-9-9 00:00:00,8.876,71.02,
2012-9-10 00:00:00,13.564,71.02,
2012-9-11 00:00:00,9.421,71.02,
2012-9-12 00:00:00,11.077,71.02,
2012-9-13 00:00:00,7.859,71.02,
2012-9-14 00:00:00,13.258,71.02,
2012-9-15 00:00:00,10.097,71.02,
2012-9-16 00:00:00,12.153,71.02,
2012-9-17 00:00:00,7.541,71.02,
2012-9-18 00:00:00,11.319,71.02,
2012-9-19 00:00:00,14.285,71.02,
2012-9-20 00:00:00,5.218,71.02,
2012-9-21 00:00:00,14.127,71.02,
2012-9-22 00:00:00,6.709,71.02,
2012-9-23 00:00:00,9.076,71.02,
2012-9-24 00:00:00,10.219,71.02,
2012-9-25 00:00:00,19.333,71.02,
2012-9-26 00:00:00,17.642,71.02,
2012-9-27 00:00:00,4.913,71.02,
2012-9-28 00:00:00,9.299,71.02,
2012-9-29 00:00:00,11.044,71.02,
2012-9-30 00:00:00,16.882,71.02,
2012-9-31 00:00:00,25.529,71.02,
2012-10-1 00:00:00,14.373,71.02,
2012-10-2 00:00:00,16.600,71.02,
2012-10-3 00:00:00,21.618,71.02,
2012-10-4 00:00:00,9.650,71.02,
2012-10-5 00:00:00,15.983,71.02,
2012-10-6 00:00:00,14.280,71.02,
2012-10-7 00:00:00,9.943,71.02,
2012-10-8 00:00:00,13.440,71.02,
2012-10-9 00:00:00,18.793,71.02,
2012-10-10 00:00:00,15.883,71.02,
2012-10-11 00:00:00,23.601,71.02,
2012-10-12 00:00:00,21.323,71.02,
2012-10-13 00:00:00,12.728,71.02,
2012-10-14 00:00:00,13.553,71.02,
2012-10-15 00:00:00,9.263,71.02,
2012-10-16 00:00:00,3.533,71.02,
2012-10-17 00:00:00,8.008,71.02,
2012-10-18 00:00:00,6.659,71.02,
2012-10-19 00:00:00,13.802,71.02,
2012-10-20 00:00:00,8.512,71.02,
2012-10-21 00:00:00,14.268,71.02,
2012-10-22 00:00:00,10.835,71.02,
2012-10-23 00:00:00,24.228,71.02,
2012-10-24 00:00:00,5.293,71.02,
2012-10-25 00:00:00,13.549,71.02,
2012-10-26 00:00:00,23.288,71.02,
2012-10-27 00:00:00,29.969,71.02,
2012-10-28 00:00:00,17.802,71.02,
2012-10-29 00:00:00,17.953,71.02,
2012-10-30 00:00:00,20.869,71.02,
2012-11-1 00:00:00,17.303,71.02,
2012-11-2 00:00:00,10.806,71.02,
2012-11-3 00:00:00,17.980,71.02,
2012-11-4 00:00:00,10.719,71.02,
2012-11-5 00:00:00,9.300,71.02,
2012-11-6 00:00:00,0.724,71.02,
2012-11-7 00:00:00,6.910,71.02,
2012-11-8 00:00:00,9.635,71.02,
2012-11-9 00:00:00,6.884,71.02,
2012-11-10 00:00:00,4.314,71.02,
2012-11-11 00:00:00,17.422,71.02,
2012-11-12 00:00:00,16.378,71.02,
2012-11-13 00:00:00,10.287,71.02,
2012-11-14 00:00:00,12.325,71.02,
2012-11-15 00:00:00,11.615,71.02,
2012-11-16 00:00:00,11.281,71.02,
2012-11-17 00:00:00,12.533,71.02,
2012-11-18 00:00:00,13.667,71.02,
2012-11-19 00:00:00,14.864,71.02,
2012-11-20 00:00:00,5.751,71.02,
2012-11-21 00:00:00,12.791,71.02,
2012-11-22 00:00:00,11.854,71.02,
2012-11-23 00:00:00,23.979,71.02,
2012-11-24 00:00:00,28.007,71.02,
2012-11-25 00:00:00,16.243,71.02,
2012-11-26 00:00:00,10.948,71.02,
2012-11-27 00:00:00,10.262,71.02,
2012-11-28 00:00:00,8.291,71.02,
2012-11-29 00:00:00,16.275,71.02,
2012-11-30 00:00:00,27.839,71.02,
2012-11-31 00:00:00,12.198,71.02,
2013-0-1 00:00:00,27.495,71.02,
2013-0-2 00:00:00,14.701,71.02,
2013-0-3 00:00:00,9.373,71.02,
2013-0-4 00:00:00,19.429,71.02,
2013-0-5 00:00:00,5.674,71.02,
2013-0-6 00:00:00,1.314,71.02,
2013-0-7 00:00:00,2.105,71.02,
2013-0-8 00:00:00,4.547,71.02,
2013-0-9 00:00:00,15.586,71.02,
2013-0-10 00:00:00,7.234,71.02,
2013-0-11 00:00:00,10.164,71.02,
2013-0-12 00:00:00,9.458,71.02,
2013-0-13 00:00:00,4.557,71.02,
2013-0-14 00:00:00,2.138,71.02,
2013-0-15 00:00:00,9.555,71.02,
2013-0-16 00:00:00,15.467,71.02,
2013-0-17 00:00:00,7.937,71.02,
2013-0-18 00:00:00,3.063,71.02,
2013-0-19 00:00:00,3.837,71.02,
2013-0-20 00:00:00,7.538,71.02,
2013-0-21 00:00:00,28.681,71.02,
2013-0-22 00:00:00,19.615,71.02,
2013-0-23 00:00:00,26.397,71.02,
2013-0-24 00:00:00,25.936,71.02,
2013-0-25 00:00:00,35.419,71.02,
2013-0-26 00:00:00,24.215,71.02,
2013-0-27 00:00:00,18.062,71.02,
2013-0-28 00:00:00,4.997,71.02,
2013-0-29 00:00:00,14.238,71.02,
2013-0-30 00:00:00,11.191,71.02,
2013-0-31 00:00:00,7.585,71.02,
2013-1-1 00:00:00,8.151,71.02,
2013-1-2 00:00:00,3.605,71.02,
2013-1-3 00:00:00,12.337,71.02,
2013-1-4 00:00:00,19.686,71.02,
2013-1-5 00:00:00,8.386,71.02,
2013-1-6 00:00:00,11.335,71.02,
2013-1-7 00:00:00,16.060,71.02,
2013-1-8 00:00:00,7.102,71.02,
2013-1-9 00:00:00,6.336,71.02,
2013-1-10 00:00:00,3.179,71.02,
2013-1-11 00:00:00,2.701,71.02,
2013-1-12 00:00:00,9.194,71.02,
2013-1-13 00:00:00,7.258,71.02,
2013-1-14 00:00:00,15.320,71.02,
2013-1-15 00:00:00,7.740,71.02,
2013-1-16 00:00:00,13.985,71.02,
2013-1-17 00:00:00,8.395,71.02,
2013-1-18 00:00:00,21.745,71.02,
2013-1-19 00:00:00,10.428,71.02,
2013-1-20 00:00:00,12.752,71.02,
2013-1-21 00:00:00,14.106,71.02,
2013-1-22 00:00:00,0.696,71.02,
2013-1-23 00:00:00,1.260,71.02,
2013-1-24 00:00:00,11.365,71.02,
2013-1-25 00:00:00,6.389,71.02,
2013-1-26 00:00:00,6.429,71.02,
2013-1-27 00:00:00,5.370,71.02,
2013-1-28 00:00:00,4.704,71.02,
2013-2-1 00:00:00,2.611,71.02,
2013-2-2 00:00:00,3.737,71.02,
2013-2-3 00:00:00,4.851,71.02,
2013-2-4 00:00:00,0.251,71.02,
2013-2-5 00:00:00,0,71.02,
2013-2-6 00:00:00,0.027,71.02,
2013-2-7 00:00:00,1.804,71.02,
2013-2-8 00:00:00,3.642,71.02,
2013-2-9 00:00:00,6.975,71.02,
2013-2-10 00:00:00,3.388,71.02,
2013-2-11 00:00:00,4.035,71.02,
2013-2-12 00:00:00,4.443,71.02,
2013-2-13 00:00:00,3.017,71.02,
2013-2-14 00:00:00,1.487,71.02,
2013-2-15 00:00:00,1.010,71.02,
2013-2-16 00:00:00,1.861,71.02,
2013-2-17 00:00:00,2.034,71.02,
2013-2-18 00:00:00,1.874,71.02,
2013-2-19 00:00:00,0.718,71.02,
2013-2-20 00:00:00,1.210,71.02,
2013-2-21 00:00:00,6.299,71.02,
2013-2-22 00:00:00,8.934,71.02,
2013-2-23 00:00:00,5.587,71.02,
2013-2-24 00:00:00,5.566,71.02,
2013-2-25 00:00:00,9.046,71.02,
2013-2-26 00:00:00,5.994,71.02,
2013-2-27 00:00:00,6.875,71.02,
2013-2-28 00:00:00,6.859,71.02,
2013-2-29 00:00:00,4.648,71.02,
2013-2-30 00:00:00,3.397,71.02,
2013-2-31 00:00:00,5.265,71.02,
2013-3-1 00:00:00,7.535,71.02,
2013-3-2 00:00:00,14.403,71.02,
2013-3-3 00:00:00,14.459,71.02,
2013-3-4 00:00:00,11.541,71.02,
2013-3-5 00:00:00,17.523,71.02,
2013-3-6 00:00:00,13.608,71.02,
2013-3-7 00:00:00,3.670,71.02,
2013-3-8 00:00:00,5.670,71.02,
2013-3-9 00:00:00,5.558,71.02,
2013-3-10 00:00:00,13.081,71.02,
2013-3-11 00:00:00,2.925,71.02,
2013-3-12 00:00:00,0.049,71.02,
2013-3-13 00:00:00,8.930,71.02,
2013-3-14 00:00:00,6.688,71.02,
2013-3-15 00:00:00,1.598,71.02,
2013-3-16 00:00:00,3.106,71.02,
2013-3-17 00:00:00,3.555,71.02,
2013-3-18 00:00:00,3.684,71.02,
2013-3-19 00:00:00,12.760,71.02,
2013-3-20 00:00:00,6.357,71.02,
2013-3-21 00:00:00,5.489,71.02,
2013-3-22 00:00:00,8.096,71.02,
2013-3-23 00:00:00,6.030,71.02,
2013-3-24 00:00:00,7.014,71.02,
2013-3-25 00:00:00,4.633,71.02,
2013-3-26 00:00:00,9.952,71.02,
2013-3-27 00:00:00,3.270,71.02,
2013-3-28 00:00:00,7.916,71.02,
2013-3-29 00:00:00,5.184,71.02,
2013-3-30 00:00:00,13.364,71.02,
2013-4-1 00:00:00,12.652,71.02,
2013-4-2 00:00:00,5.892,71.02,
2013-4-3 00:00:00,15.086,71.02,
2013-4-4 00:00:00,6.207,71.02,
2013-4-5 00:00:00,8.991,71.02,
2013-4-6 00:00:00,8.239,71.02,
2013-4-7 00:00:00,10.681,71.02,
2013-4-8 00:00:00,6.226,71.02,
2013-4-9 00:00:00,6.385,71.02,
2013-4-10 00:00:00,11.552,71.02,
2013-4-11 00:00:00,0.809,71.02,
2013-4-12 00:00:00,0.101,71.02,
2013-4-13 00:00:00,0.002,71.02,
2013-4-14 00:00:00,1.875,71.02,
2013-4-15 00:00:00,11.864,71.02,
2013-4-16 00:00:00,2.578,71.02,
2013-4-17 00:00:00,10.245,71.02,
2013-4-18 00:00:00,7.613,71.02,
2013-4-19 00:00:00,6.984,71.02,
2013-4-20 00:00:00,0.769,71.02,
2013-4-21 00:00:00,1.132,71.02,
2013-4-22 00:00:00,0.729,71.02,
2013-4-23 00:00:00,3.134,71.02,
2013-4-24 00:00:00,2.662,71.02,
2013-4-25 00:00:00,3.335,71.02,
2013-4-26 00:00:00,7.265,71.02,
2013-4-27 00:00:00,3.068,71.02,
2013-4-28 00:00:00,3.216,71.02,
2013-4-29 00:00:00,8.073,71.02,
2013-4-30 00:00:00,13.221,71.02,
2013-4-31 00:00:00,7.350,71.02,
2013-5-1 00:00:00,0.758,71.02,
2013-5-2 00:00:00,4.168,71.02,
2013-5-3 00:00:00,4.341,71.02,
2013-5-4 00:00:00,9.602,71.02,
2013-5-5 00:00:00,8.136,71.02,
2013-5-6 00:00:00,3.716,71.02,
2013-5-7 00:00:00,2.625,71.02,
2013-5-8 00:00:00,9.034,71.02,
2013-5-9 00:00:00,11.774,71.02,
2013-5-10 00:00:00,4.440,71.02,
2013-5-11 00:00:00,6.607,71.02,
2013-5-12 00:00:00,5.085,71.02,
2013-5-13 00:00:00,6.081,71.02,
2013-5-14 00:00:00,2.166,71.02,
2013-5-15 00:00:00,6.925,71.02,
2013-5-16 00:00:00,13.615,71.02,
2013-5-17 00:00:00,7.149,71.02,
2013-5-18 00:00:00,1.643,71.02,
2013-5-19 00:00:00,0.597,71.02,
